Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId,Product_Count,Total_Financial_Value,Customer_Value,Recency_Years,Frequency,Monetary,Tenure,Debt_Income_Ratio,Credit_Utilization,Predicted_Customer_Value,Predicted_Value_Segment
IND86832,Laura Gray,68,26420,,Carl Nguyen,European,Analyst Programmer,Mid,Platinum,131962.8,10259.67,1,4450.75,547003.72,561714.63,236175.47,458435.74,11136.97,973558.95,0,2,2,2,20,7,2798285.1499999994,2930247.9499999993,15.305479452054794,7,131962.8,15.0,4.1451043392203015,2225.375,2906446.8613032387,High Value
IND34869,Shawn Lane,50,362,,Raymond Alexander,European,Engineer III,Mid,Jade,173052.06,35318.52,3,5.74,85486.26,289060.89,152413.93,76154.41,11728.35,980616.85,0,2,2,1,21,7,1630779.21,1803831.27,15.305479452054794,7,173052.06,15.0,0.493988722302859,1.435,1842519.2670934903,Medium Value
IND24876,Albert Woods,31,34051,2007-03-05,Anthony Berry,Asian,Research Assistant II,High,Gold,144729.34,30974.79,1,9300.76,546156.31,399326.74,128730.33,80390.78,55348.32,1594072.17,1,2,3,2,22,7,2834999.44,2979728.78,19.23835616438356,7,144729.34,19.0,3.7736131207872523,4650.38,3019428.533703914,High Value
IND87901,Daniel Welch,79,9512,2001-06-02,Benjamin Kim,European,Web Designer III,Mid,Gold,259866.83,29786.74,1,1128.64,442798.14,968239.86,746166.5,163445.99,41568.05,372524.68,2,2,3,1,1,7,2764529.96,3024396.79,24.997260273972604,7,259866.83,25.0,1.703935958521684,564.32,2872012.393792102,High Value
IND56584,Barbara Gomez,30,24308,,Nicholas Simmons,African,Information Systems Manager,High,Gold,277568.27,5312.5,1,3295.41,1238071.92,389773.14,287201.26,108315.91,46840.65,906190.23,2,4,3,1,2,7,2981705.61,3259273.88,15.305479452054794,7,277568.27,15.0,4.4604070183994065,1647.705,3276577.696501291,High Value
IND43476,Richard Reynolds,42,34405,1996-08-11,Dennis Morris,European,Systems Administrator III,High,Silver,105030.5,3942.88,2,3290.86,520453.41,887296.88,184853.52,327806.9,4826.85,718061.56,3,1,3,2,3,7,2647242.0000000005,2752272.5000000005,29.80821917808219,7,105030.5,30.0,4.955212579083417,1096.9533333333334,2984019.7203790233,High Value
IND92423,Larry Kelley,24,33113,,Adam Hernandez,European,Research Assistant I,High,Jade,46666.15,18698.85,1,4987.8,892919.79,1138431.29,468290.88,403537.56,15969.1,185979.56,1,2,3,1,4,7,3123827.0300000003,3170493.18,15.305479452054794,7,46666.15,15.0,19.13379732852767,2493.9,3186069.5297073876,High Value
IND64291,Victor Black,65,23179,,Bobby Burton,African,Media Manager III,High,Jade,36972.06,9079.68,1,3727.74,117948.4,1192095.13,509524.53,424731.96,32780.04,986870.17,1,2,3,2,8,7,3273029.9099999997,3310001.9699999997,15.305479452054794,7,36972.06,15.0,3.190117344899232,1863.87,3502428.261198339,High Value
IND49463,Shawn Bennett,49,4961,,Victor Martinez,European,Media Manager II,Mid,Silver,26263.14,6226.56,1,3576.77,210488.51,272517.77,144644.05,53287.71,3155.36,141708.74,0,1,3,2,9,7,832028.7,858291.84,15.305479452054794,7,26263.14,15.0,8.014292872334675,1788.385,1019576.9061042166,Low Value
IND58198,Jeffrey James,69,38329,2021-06-09,Anthony Simpson,European,Senior Financial Analyst,Mid,Jade,150128.79,4140.92,2,623.39,700025.06,143853.26,75522.96,12802.94,30303.33,1708598.98,2,2,4,2,10,7,2675247.45,2825376.24,4.964383561643835,7,150128.79,5.0,4.662799168639348,207.79666666666665,2842636.59525785,High Value
IND90041,Richard Sanchez,55,21056,,Patrick Graham,Asian,Developer II,High,Silver,287122.28,15789.44,1,397.56,250880.72,553397.32,394375.1,282805.11,13139.92,1021626.66,0,2,4,1,11,7,2532014.27,2819136.55,15.305479452054794,7,287122.28,15.0,0.8737735233450941,198.78,2845495.936003959,High Value
IND55402,Howard Simmons,70,27682,,Dennis Morris,European,Automation Specialist IV,High,Jade,63251.04,19842.94,3,2199.7,495320.34,433211.84,166619.94,217439.02,22191.46,309608.0,0,1,3,2,12,7,1664233.54,1727484.58,15.305479452054794,7,63251.04,15.0,7.830899050844843,549.925,1749210.1196434267,Medium Value
IND58643,Lillian Fisher,33,10565,,Frank Brown,European,Software Engineer IV,Mid,Gold,341966.25,61537.71,1,3460.56,621046.15,149507.53,97573.33,53822.71,60734.53,2075443.99,2,4,1,1,13,7,3119665.9499999997,3461632.1999999997,15.305479452054794,7,341966.25,15.0,1.8160983252051184,1730.28,3452265.932070966,High Value
IND17528,Bobby Bradley,66,18394,,Joshua Little,Asian,Quality Engineer,Mid,Silver,156213.39,20226.48,1,2675.34,1646375.26,1628718.42,1025964.36,138505.19,82576.78,1658464.35,0,2,2,2,14,7,6200830.84,6357044.2299999995,15.305479452054794,7,156213.39,15.0,10.539203590655124,1337.67,6248473.900355125,VIP
IND98400,Mark Henderson,28,14336,2021-05-06,Bruce Butler,Asian,Speech Pathologist,Mid,Jade,94158.33,48129.6,2,95.99,390594.19,370924.28,241907.14,366623.71,3489.44,962024.52,1,3,3,2,15,7,2383692.88,2477851.21,5.057534246575343,7,94158.33,5.0,4.148226097190793,31.996666666666666,2463925.01868721,Medium Value
IND43327,Juan Hamilton,74,41415,,Dennis Ruiz,European,Human Resources Assistant IV,Mid,Gold,38120.11,22574.57,1,1946.76,69403.24,435733.32,317722.21,103486.66,15585.68,738313.44,3,1,4,2,1,7,1702819.1199999999,1740939.23,15.305479452054794,7,38120.11,15.0,1.8205986132093217,973.38,1719243.1931492153,Medium Value
IND77723,Bruce Peterson,65,42859,2002-05-10,Victor Ramos,American,Tax Accountant,High,Silver,91644.67,10116.64,1,1128.11,240786.0,310811.18,141277.81,149754.48,22730.0,1430955.43,2,2,1,1,2,7,2306431.54,2398076.21,24.06027397260274,7,91644.67,24.0,2.62735817196819,564.055,2426625.195341365,Medium Value
IND33585,Philip Cox,64,15462,2003-09-07,Victor Ramos,European,VP Marketing,High,Jade,247618.12,32999.38,2,9685.54,1703777.63,2568583.27,1394373.78,299423.42,55777.32,1146609.81,3,2,1,2,3,7,7201544.61,7449162.73,22.731506849315068,7,247618.12,23.0,6.880638417582616,3228.513333333334,7289434.542151234,VIP
IND27105,Bruce Greene,43,12342,,Benjamin Kim,European,Database Administrator I,Mid,Jade,37071.94,28886.88,2,1109.81,356463.1,508775.28,300639.94,100367.49,38155.17,1166359.17,3,2,1,1,4,7,2499647.0300000003,2536718.97,15.305479452054794,7,37071.94,15.0,9.61518293396747,369.93666666666667,2591391.359045088,High Value
IND86081,Alice Gibson,22,3869,,Patrick Graham,European,Marketing Manager,Mid,Silver,502742.17,51208.12,2,3210.86,1099619.74,397889.37,258422.99,171502.63,38996.1,601702.48,3,5,2,2,5,7,2619341.4299999997,3122083.5999999996,15.305479452054794,7,502742.17,15.0,2.1872395402209044,1070.2866666666666,3030885.2566836285,High Value
IND47439,Samuel Myers,51,36707,2020-08-04,James Castillo,American,Office Assistant II,High,Jade,127957.23,5475.55,1,953.95,399714.66,615891.1,296324.97,227763.5,19165.86,615109.81,1,1,2,2,6,7,2179445.45,2307402.68,5.810958904109589,7,127957.23,6.0,3.1237901618364052,476.975,2302672.2810079874,Medium Value
IND27269,Kathleen Bradley,75,10806,2018-02-12,Frank Brown,Asian,VP Quality Control,Low,Gold,137103.46,50526.44,1,396.71,952802.25,274935.74,102642.68,163641.75,48305.74,172356.94,2,2,3,1,7,7,1765211.54,1902315.0,8.287671232876713,7,137103.46,8.0,6.949462110860581,198.355,1917816.959796378,Medium Value
IND97061,Bobby Ryan,50,19756,,Bruce Porter,European,Chemical Engineer,Low,Jade,84376.77,20749.74,3,2511.63,619021.39,223021.79,111510.9,95313.47,15177.64,171393.63,2,1,3,2,8,7,1256188.56,1340565.33,15.305479452054794,7,84376.77,15.0,7.336308959101431,627.9075,1485785.8887632233,Low Value
IND94872,Steven Miller,34,12131,,Phillip Peters,European,Programmer Analyst IV,Low,Gold,59749.61,7175.54,1,848.89,582923.56,410333.54,232785.37,195736.99,35640.32,894663.64,1,1,3,1,9,7,2359258.96,2419008.57,15.305479452054794,7,59749.61,15.0,9.755943244763527,424.445,2396884.838503648,Medium Value
IND86593,Gregory Johnston,73,17988,2020-12-11,Douglas Tucker,European,Web Developer I,High,Silver,93315.7,30058.95,1,4268.59,458715.34,0.0,0.0,0.0,37508.14,1534082.33,2,2,3,1,10,4,2060364.7600000002,2153680.4600000004,5.457534246575342,4,93315.7,6.0,4.9156832592665625,2134.295,2149608.1636423445,Medium Value
IND84908,Craig Bell,63,16234,,Keith Griffin,European,Safety Technician I,Mid,Jade,143176.05,19395.6,1,2916.55,865089.01,636679.19,236603.75,216815.07,20589.88,1636903.21,3,2,3,2,11,7,3632075.71,3775251.76,15.305479452054794,7,143176.05,15.0,6.0420927096905555,1458.275,3722714.6351622087,High Value
IND32885,Stephanie Mills,77,36391,,Donald Reynolds,European,Budget/Accounting Analyst II,Low,Gold,282572.6,14326.61,1,4963.57,126525.55,238663.83,70812.34,128275.25,646.28,549063.51,2,2,3,2,12,7,1128313.37,1410885.9700000002,15.305479452054794,7,282572.6,15.0,0.4477613973846106,2481.785,1464549.7247808704,Low Value
IND70495,Melissa GoPKRales,66,4421,2012-03-12,Keith Griffin,Australian,Chief Design Engineer,Mid,Platinum,85918.91,8139.74,1,4196.21,173599.5,448356.37,162056.52,378131.88,34870.87,383001.13,1,2,3,2,13,7,1588156.01,1674074.92,14.213698630136987,7,85918.91,14.0,2.020480468380379,2098.105,1614290.242239983,Medium Value
IND45220,Donald Alexander,73,12117,,Jesse Evans,Asian,Civil Engineer,Mid,Jade,61641.57,4504.64,2,2050.56,62056.98,211125.77,185378.73,56231.55,1865.27,452009.85,2,1,4,2,14,7,973172.79,1034814.36,15.305479452054794,7,61641.57,15.0,1.006722789137442,683.52,1077045.4557851492,Low Value
IND49684,Ralph Cunningham,70,1582,,Dennis Ruiz,Asian,Web Designer I,High,Jade,69503.13,28797.84,3,444.55,246308.75,247751.56,161413.9,175453.15,8059.39,262550.14,3,1,4,2,15,7,1130334.73,1199837.8599999999,15.305479452054794,7,69503.13,15.0,3.543800202951968,111.1375,1163803.553546911,Low Value
IND26273,Gregory Cunningham,55,14496,,George Lewis,European,Product Engineer,Mid,Silver,42693.61,8208.36,1,1582.8,551527.19,622135.23,276504.54,182723.42,33443.8,227747.76,2,1,3,2,16,7,1902290.3,1944983.9100000001,15.305479452054794,7,42693.61,15.0,12.917958262178761,791.4,2068315.5684323586,Medium Value
IND99234,Diana Meyer,85,18276,,Phillip Peters,European,Systems Administrator IV,High,Silver,172604.84,57941.64,1,813.96,291661.48,550490.75,595125.13,185976.6,51923.88,940840.4,3,4,1,2,17,7,2673959.88,2846564.7199999997,15.305479452054794,7,172604.84,15.0,1.689754413871512,406.98,2787444.609752953,High Value
IND41611,Terry Bowman,34,6773,,George Lewis,European,VP Accounting,High,Gold,216551.65,6291.81,1,5461.91,117004.83,1510274.84,357696.67,725329.36,9582.94,1064518.19,0,2,2,2,18,7,3790698.64,4007250.29,15.305479452054794,7,216551.65,15.0,0.5403066182750477,2730.955,4127618.390842699,VIP
IND96915,Mary Arnold,81,6529,,Anthony Berry,American,Product Engineer,Mid,Platinum,140652.04,19839.64,1,2813.37,70599.97,346514.66,269511.4,142071.01,2319.73,149810.53,2,2,3,2,19,7,1000666.94,1141318.98,15.305479452054794,7,140652.04,15.0,0.5019441456793255,1406.685,1206107.1224983542,Low Value
IND59595,Charles Porter,81,386,2020-12-10,Stephen Payne,Asian,Social Worker,Mid,Platinum,61720.63,6251.31,2,3899.15,218864.95,606812.23,280702.25,118885.66,17230.62,612629.04,1,1,4,2,20,7,1861376.06,1923096.69,5.46027397260274,7,61720.63,6.0,3.5460008104128167,1299.7166666666667,2022916.4033280432,Medium Value
IND20812,Jason Morgan,47,25885,,Jesse Evans,Asian,Budget/Accounting Analyst IV,High,Jade,45492.89,25014.99,1,3284.7,938754.7,972009.25,368042.34,328123.9,24629.22,473930.91,3,2,1,2,21,7,3130505.3100000005,3175998.2000000007,15.305479452054794,7,45492.89,15.0,20.634742379690987,1642.35,3249288.185647177,High Value
IND59202,Kathryn Campbell,41,12207,,Jason Duncan,European,VP Sales,Low,Jade,363577.73,51434.35,1,5129.75,731052.74,508649.83,322383.7,354622.06,35455.63,614125.22,1,4,1,1,22,7,2617723.53,2981301.26,15.305479452054794,7,363577.73,15.0,2.010713718043957,2564.875,2849872.863171381,High Value
IND19395,Jeremy Fowler,52,3028,,Roger Alexander,Asian,Administrative Assistant II,Low,Jade,40912.44,26186.4,1,4062.15,90456.75,424422.0,122233.54,119517.24,31105.8,737636.85,2,1,1,1,1,7,1551558.58,1592471.02,15.305479452054794,7,40912.44,15.0,2.2109299535800457,2031.075,1671341.7860503476,Medium Value
IND38441,Stephen Stewart,73,26699,,Anthony Berry,European,Business Systems Development Analyst,High,Jade,204136.69,38722.25,1,7.11,898207.28,609009.52,309118.47,109621.71,23720.1,1132529.34,2,2,2,2,2,7,3120928.67,3325065.36,15.305479452054794,7,204136.69,15.0,4.400007073657001,3.555,3380302.3294489933,High Value
IND80195,Jane Price,31,40474,,Bruce Porter,American,Civil Engineer,Mid,Jade,52754.1,21393.4,2,2723.07,561273.75,620849.97,336732.19,204564.8,5815.51,290928.85,0,1,2,2,3,7,2041558.4699999997,2094312.5699999998,15.305479452054794,7,52754.1,15.0,10.639232036333928,907.69,2142101.9907176103,Medium Value
IND90057,Roy Snyder,17,2290,2014-04-08,Paul Larson,European,Office Assistant I,Mid,Silver,125007.58,29763.12,2,7798.24,1361520.44,1503846.78,541827.15,659812.78,49406.0,294040.11,0,2,3,1,4,7,4440216.38,4565223.96,12.139726027397261,7,125007.58,12.0,10.891415933210343,2599.4133333333334,4584785.343911255,VIP
IND21309,Joshua Wheeler,81,28807,,Steve Diaz,American,Web Designer I,High,Jade,66270.49,3225.47,1,1723.47,227862.0,84598.86,68184.16,33107.2,2786.28,376337.63,0,1,3,1,8,7,796101.6,862372.09,15.305479452054794,7,66270.49,15.0,3.438311104820489,861.735,790688.9238585909,Low Value
IND33489,Thomas Barnes,64,15485,,Victor Ramos,European,Marketing Manager,High,Gold,59368.37,30367.35,2,587.97,730796.04,578948.64,254070.99,110458.4,16932.91,766071.12,2,2,3,2,9,7,2487645.45,2547013.8200000003,15.305479452054794,7,59368.37,15.0,12.309311013406408,195.99,2603421.169424317,High Value
IND27091,Rose Myers,47,16697,2011-01-05,Bruce Porter,European,Tax Accountant,Low,Silver,155282.28,22415.11,1,2345.36,400838.5,223771.21,236202.95,46246.05,16386.55,157501.6,1,1,3,2,10,7,1103361.9700000002,1258644.2500000002,15.397260273972602,7,155282.28,15.0,2.581337153620145,1172.68,1245847.0505417397,Low Value
IND37844,Scott Patterson,22,39878,,Keith Griffin,African,Food Chemist,Mid,Silver,273718.71,37893.28,1,4825.92,569916.36,1711330.15,460742.73,451747.28,16989.71,2918539.26,1,5,3,1,11,7,6167158.7700000005,6440877.48,15.305479452054794,7,273718.71,15.0,2.0821166294528077,2412.96,6530249.561422337,VIP
IND47299,Carl Price,58,28123,,Jason Duncan,European,Database Administrator III,Low,Gold,30131.15,11408.21,1,10.12,205066.72,151071.08,148420.71,93293.02,7800.56,175087.49,0,1,3,2,12,7,792147.79,822278.9400000001,15.305479452054794,7,30131.15,15.0,6.805578758900377,5.06,843932.7598777338,Low Value
IND19507,Benjamin Wood,30,39107,2007-02-10,Shawn Long,African,Administrative Officer,High,Gold,352767.12,18067.5,2,2354.69,321637.3,219305.24,227137.57,92108.2,14904.85,821211.75,0,2,3,2,13,7,1714372.41,2067139.5299999998,19.301369863013697,7,352767.12,19.0,0.9117527400151691,784.8966666666666,1943076.9661008818,Medium Value
IND73841,Carlos Ray,66,22077,,James Castillo,American,Automation Specialist III,High,Silver,230627.76,33204.18,2,7191.01,1583634.29,1933423.95,378278.6,1053435.85,63161.33,1317554.38,2,2,4,1,14,7,6362692.58,6593320.34,15.305479452054794,7,230627.76,15.0,6.866594998819748,2397.0033333333336,6425994.151062156,VIP
IND79955,Beverly Arnold,28,22689,,Roger Alexander,European,Office Assistant II,High,Jade,132987.89,15488.38,1,2065.57,632022.22,242511.71,189791.78,79712.55,32823.48,944514.24,3,2,4,2,15,7,2136864.3600000003,2269852.2500000005,15.305479452054794,7,132987.89,15.0,4.752443756767952,1032.785,2329570.570709835,Medium Value
IND95385,Johnny Campbell,79,6938,,Jonathan Hawkins,European,Assistant Manager,Mid,Gold,408054.76,66808.24,1,6233.94,1143817.65,395367.36,113521.32,336297.13,45525.06,2158734.19,2,4,3,2,1,7,4260070.949999999,4668125.709999999,15.305479452054794,7,408054.76,15.0,2.803091543175374,3116.97,4629611.81669832,VIP
IND73492,Lori Wilson,81,28172,2012-09-01,Patrick Graham,African,Geologist I,High,Jade,397666.92,41829.06,2,1042.75,483400.01,512980.16,227991.18,597988.3,26417.66,74992.06,3,3,1,2,2,7,1965598.43,2363265.35,13.73972602739726,7,397666.92,14.0,1.2155871411503347,347.5833333333333,2016996.6282355308,Medium Value
IND38646,Mildred Mason,70,28972,,Paul Holmes,European,Actuary,Mid,Jade,127187.15,30942.37,3,2059.75,277278.4,87108.72,59009.13,58671.94,9987.64,256403.88,0,2,2,1,3,7,779402.0800000001,906589.2300000001,15.305479452054794,7,127187.15,15.0,2.18006473087312,514.9375,850923.6893353036,Low Value
IND89482,Sean Hernandez,40,3836,2020-02-07,Bruce Porter,European,Health Coach I,Mid,Gold,55548.39,7374.9,1,1919.54,244695.4,178785.1,220242.51,45084.94,4742.38,206909.32,3,1,3,2,4,7,907834.55,963382.9400000001,6.301369863013699,7,55548.39,6.0,4.405006067573379,959.77,952729.5330433623,Low Value
IND27026,Wanda Henderson,57,25472,2014-09-11,Joshua Little,European,Human Resources Assistant I,Low,Jade,90398.53,8791.2,2,1192.51,721798.22,284911.58,398876.21,73869.8,35981.24,247714.85,1,3,4,2,5,7,1771943.1,1862341.6300000001,11.712328767123287,7,90398.53,12.0,7.984535096587338,397.50333333333333,1796102.3854570412,Medium Value
IND69949,James Payne,51,10742,,Dennis Morris,Australian,Systems Administrator IV,High,Gold,88518.57,7891.84,2,964.3,631312.79,490144.28,265969.76,112847.17,24846.02,110986.23,3,1,1,1,6,7,1643998.09,1732516.6600000001,15.305479452054794,7,88518.57,15.0,7.131900776291616,321.43333333333334,1830483.1328791303,Medium Value
IND84825,Christina Powell,48,20961,,Nicholas Simmons,European,Developer III,Mid,Silver,235108.2,27598.14,1,6791.72,94868.88,629217.11,230905.36,387921.01,74617.93,723146.08,2,4,1,2,7,7,2168274.51,2403382.71,15.305479452054794,7,235108.2,15.0,0.40350985839771475,3395.86,2415286.175457823,Medium Value
IND41067,Louis Ramirez,45,2764,,Shawn Cook,European,Office Assistant I,High,Jade,242843.25,11390.62,1,1898.13,992141.23,1241580.58,432336.1,500401.32,16707.06,357398.23,1,2,1,1,8,7,3551955.14,3794798.39,15.305479452054794,7,242843.25,15.0,4.085504309861156,949.065,3891932.427243903,VIP
IND98674,Jesse Rice,39,28106,2011-12-01,Gregory Simmons,American,Paralegal,High,Silver,88405.39,15785.68,1,1863.76,399897.77,372862.0,403094.06,124959.16,1331.76,621081.35,3,1,2,1,9,7,1939011.7799999998,2027417.1699999997,14.493150684931507,7,88405.39,15.0,4.5234034553384666,931.88,1953020.504339722,Medium Value
IND97660,Anne Burton,65,15429,1999-08-11,Bruce Butler,Asian,Developer I,High,Silver,83318.53,12440.52,3,1644.11,83782.98,131201.58,64951.28,79890.07,21339.59,80882.27,3,1,2,2,10,7,474488.29,557806.82,26.80821917808219,7,83318.53,27.0,1.0055623213429072,411.0275,710016.2018300254,Low Value
IND82676,Chris Wallace,78,23342,2020-06-05,Shawn Cook,American,Computer Systems Analyst II,High,Gold,33648.25,7178.76,2,1240.75,703436.66,53513.77,12973.04,30324.47,38456.51,1036721.98,1,1,3,2,11,7,1882605.19,1916253.44,5.975342465753425,7,33648.25,6.0,20.904972919158674,413.5833333333333,1964853.6729770908,Medium Value
IND88784,Joshua Webb,34,501,,Douglas Tucker,European,Web Developer I,High,Silver,280981.59,47111.34,1,8968.02,1008926.0,1536138.39,485096.33,777078.13,59924.33,634311.81,2,2,3,1,12,7,4548586.33,4829567.92,15.305479452054794,7,280981.59,15.0,3.590706456225633,4484.01,4704669.291728922,VIP
IND28479,Betty Hall,53,31096,,Victor Ramos,European,Safety Technician III,High,Gold,170220.87,29354.82,2,608.19,61733.82,773797.13,238724.65,368212.19,49762.37,1600184.18,2,3,3,2,13,7,3121769.1599999997,3291990.03,15.305479452054794,7,170220.87,15.0,0.36266679481314595,202.73000000000002,3302188.495490208,High Value
IND23784,Robert Simmons,22,28705,1996-04-01,Jesse Evans,Asian,Statistician IV,Mid,Jade,59538.68,13632.06,1,2064.66,137346.3,958605.57,262018.86,222460.4,21243.3,755052.87,2,1,3,2,14,7,2370359.36,2429898.04,30.16986301369863,7,59538.68,30.0,2.306802791012649,1032.33,2967944.545652813,High Value
IND42646,Chris Ross,17,14360,2020-03-07,Victor Ramos,European,Recruiter,High,Jade,140111.66,21047.88,1,1892.17,353092.37,977415.21,555349.55,140688.55,37730.8,1308995.5,2,1,3,1,15,7,3394319.8600000003,3534431.5200000005,6.221917808219178,7,140111.66,6.0,2.5200604285151678,946.085,3602279.689446645,High Value
IND53717,Rebecca Bowman,50,32498,2006-07-10,Jesse Evans,European,Junior Executive,High,Jade,100505.78,45279.99,3,1413.2,55287.77,61603.09,65779.57,32837.58,34740.2,279086.11,0,2,3,1,16,7,574614.3099999999,675120.09,19.89041095890411,7,100505.78,20.0,0.5500899541304577,353.3,646210.6636464071,Low Value
IND96295,Tina Smith,48,17535,,Victor Ramos,European,Executive Secretary,Mid,Platinum,407658.87,46110.6,1,288.36,413765.28,2064017.38,1358811.44,440667.71,28688.04,2065106.88,2,4,3,1,17,7,6417167.33,6824826.2,15.305479452054794,7,407658.87,15.0,1.0149767255727182,144.18,6448588.978526758,VIP
IND41811,Phillip Ramirez,65,6417,,Steve Diaz,Asian,Librarian,Mid,Platinum,218227.83,6990.74,1,1760.51,901417.14,950183.96,375654.12,270691.94,38060.19,1132352.82,1,2,4,2,18,7,3675350.9099999997,3893578.7399999998,15.305479452054794,7,218227.83,15.0,4.130605200055373,880.255,3839976.6672042357,VIP
IND45638,Timothy Johnston,26,20753,,Todd Roberts,European,Geologist II,High,Silver,131425.91,19634.79,1,2478.51,191480.31,96516.79,104086.73,66426.26,709.31,723429.92,1,2,4,1,19,7,1202284.11,1333710.02,15.305479452054794,7,131425.91,15.0,1.4569338197177426,1239.255,1308093.417759727,Low Value
IND70297,Matthew Snyder,38,32094,,Joe Hanson,American,Web Developer I,Mid,Jade,177985.98,14040.98,1,1237.24,931663.01,873130.82,324048.55,576086.32,40430.27,105245.09,1,2,1,2,20,7,2864645.04,3042631.02,15.305479452054794,7,177985.98,15.0,5.234444732979907,618.62,3203938.180517167,High Value
IND79201,Christine Allen,52,16640,,Adam Hernandez,European,Human Resources Assistant I,High,Silver,81564.54,30304.4,2,3697.43,916379.23,369789.85,271441.49,130488.61,16668.98,344986.77,2,2,2,2,21,7,2080059.33,2161623.87,15.305479452054794,7,81564.54,15.0,11.234882157342428,1232.4766666666667,2166728.4788035084,Medium Value
IND17019,Charles Richards,28,26267,2015-05-03,Nicholas Simmons,Asian,Assistant Manager,Mid,Gold,241251.12,61785.9,1,6139.25,328691.19,717212.31,654456.23,128291.35,50692.09,619029.46,0,3,3,2,22,7,2560158.53,2801409.65,11.07123287671233,7,241251.12,11.0,1.3624385559803578,3069.625,2757691.8587012673,High Value
IND20282,Timothy Tucker,23,7295,,Jesse Evans,American,Programmer Analyst III,Mid,Gold,86087.84,1974.32,2,3563.33,776495.99,1721388.65,389748.37,388016.16,52492.83,340324.49,0,1,4,2,1,7,3670440.8100000005,3756528.6500000004,15.305479452054794,7,86087.84,15.0,9.019705573916433,1187.7766666666666,3924520.733564266,VIP
IND30151,Jose Thomas,65,31777,,George Lewis,American,Statistician IV,Mid,Silver,280477.31,53280.0,2,3296.39,425874.8,1141059.62,279108.11,352168.76,70151.91,234240.37,2,3,1,1,2,7,2555883.57,2836360.88,15.305479452054794,7,280477.31,15.0,1.518387642880478,1098.7966666666666,2875289.266760435,High Value
IND45419,Bobby Kim,75,20397,2005-10-11,Gregory Simmons,African,Health Coach IV,Mid,Jade,95144.48,13554.6,1,1957.51,168791.52,311802.7,206231.71,30640.14,14935.3,646481.41,2,1,1,2,3,7,1392437.3800000001,1487581.86,20.635616438356163,7,95144.48,21.0,1.7740361391839108,978.755,1574991.1398875401,Low Value
IND78162,Nicole Sanchez,75,17420,,Ernest Rivera,European,Media Manager III,High,Gold,236297.5,5771.52,1,1731.99,360708.1,104336.33,84773.27,25584.14,36848.64,1427206.35,3,2,1,2,4,7,2045228.35,2281525.85,15.305479452054794,7,236297.5,15.0,1.526493397122707,865.995,2248759.5651633446,Medium Value
IND66784,Adam Cook,33,37403,2012-06-12,Shawn Long,European,Developer II,High,Jade,90635.48,18348.33,1,2289.89,780486.52,505712.98,277949.12,104848.58,25680.78,114050.25,2,1,2,1,8,7,1827076.56,1917712.04,13.961643835616439,7,90635.48,14.0,8.611174220358073,1144.945,1963957.6525598043,Medium Value
IND97262,Angela Gilbert,72,28330,2020-10-03,James Castillo,Australian,Software Engineer II,Mid,Silver,43925.33,16519.06,1,835.73,262499.18,449640.36,207958.67,435532.89,26525.81,514167.39,0,2,2,2,9,7,1912843.36,1956768.6900000002,5.646575342465753,7,43925.33,6.0,5.975896005880755,417.865,1893056.1152255046,Medium Value
IND33193,Scott Ward,27,41166,,Todd Roberts,European,Accountant IV,High,Jade,80157.37,21503.24,1,1.17,0.0,502316.84,383792.64,121007.56,7429.04,467912.66,0,2,3,2,10,6,1503961.98,1584119.35,15.305479452054794,6,80157.37,15.0,0.0,0.585,1649213.5481917285,Medium Value
IND94106,Steve Price,49,21408,1996-11-07,Raymond Alexander,American,Help Desk Technician,Mid,Platinum,70540.2,11519.95,2,1889.51,63478.93,515950.02,200062.25,391700.83,27234.16,72544.66,2,1,3,1,11,7,1282490.7999999998,1353030.9999999998,29.567123287671233,7,70540.2,30.0,0.8998844646816329,629.8366666666667,1317078.8025229194,Low Value
IND15556,Lawrence Morales,22,10882,,Gregory Simmons,European,Paralegal,High,Jade,252385.91,55804.21,1,1479.88,186590.37,2709947.02,633494.11,585630.11,108607.42,1300585.44,0,3,3,1,12,7,5580658.68,5833044.59,15.305479452054794,7,252385.91,15.0,0.7393028822295102,739.94,6365607.272397287,VIP
IND20631,Catherine Weaver,50,32303,,Ernest Rivera,European,Associate Professor,Low,Jade,156566.48,21752.8,1,1898.32,331846.7,281503.39,330654.77,66220.32,12985.56,0.0,0,1,3,1,13,6,1044963.54,1201530.02,15.305479452054794,6,156566.48,15.0,2.1195123022993023,949.16,1219471.4878524733,Low Value
IND13898,Evelyn Taylor,70,6641,2004-07-03,Joshua Bennett,European,Nuclear Power Engineer,High,Platinum,75764.58,15575.04,1,4635.32,158797.5,934525.89,455677.92,161495.34,41753.08,923993.41,3,2,3,2,14,7,2691818.18,2767582.7600000002,21.90958904109589,7,75764.58,22.0,2.0959055550026804,2317.66,3063784.648627679,High Value
